# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  166       6.404513570983e-10       1.285188022244e-13      -5.707333378298e-12       1.243434502602e-15       2.645171206509e-12       5.041124268899e-13      -2.969323188433e-15 
  167       6.441694663914e-10       1.271791865545e-13      -5.656343455156e-12       1.260140671347e-15       2.598817439120e-12       4.969553955314e-13      -2.904190722350e-15 
  168       6.478419971371e-10       1.258159928450e-13      -5.601748581976e-12       1.276985235099e-15       2.553528028152e-12       4.899283141111e-13      -2.839466764847e-15 
  169       6.514678238243e-10       1.244320757009e-13      -5.543538483545e-12       1.293968114354e-15       2.509288036668e-12       4.830308054240e-13      -2.775183074073e-15 
  170       6.550458030906e-10       1.230304080349e-13      -5.481705066656e-12       1.311089199037e-15       2.466079129284e-12       4.762620878720e-13      -2.711370622111e-15 
  171       6.585747734360e-10       1.216140825821e-13      -5.416242459333e-12       1.328348348009e-15       2.423879505119e-12       4.696209669657e-13      -2.648059567182e-15 
  172       6.620535549349e-10       1.201863134135e-13      -5.347147050052e-12       1.345745388568e-15       2.382663830740e-12       4.631058268259e-13      -2.585279225862e-15 
  173       6.654809489493e-10       1.187504374503e-13      -5.274417526976e-12       1.363280115953e-15       2.342403173116e-12       4.567146216850e-13      -2.523058045284e-15 
  174       6.688557378413e-10       1.173099159781e-13      -5.198054917171e-12       1.380952292855e-15       2.303064932556e-12       4.504448673894e-13      -2.461423575358e-15 
  175       6.721766846859e-10       1.158683361606e-13      -5.118062625840e-12       1.398761648912e-15       2.264612775669e-12       4.442936329004e-13      -2.400402440973e-15 
  176       6.754425329839e-10       1.144294125539e-13      -5.034446475546e-12       1.416707880222e-15       2.227006568302e-12       4.382575317965e-13      -2.340020314207e-15 
  177       6.786520063743e-10       1.129969886204e-13      -4.947214745436e-12       1.434790648843e-15       2.190202308494e-12       4.323327137747e-13      -2.280301886546e-15 
  178       6.818038083475e-10       1.115750382430e-13      -4.856378210471e-12       1.453009582301e-15       2.154152059420e-12       4.265148561523e-13      -2.221270841081e-15 
  179       6.848966219578e-10       1.101676672390e-13      -4.761950180648e-12       1.471364273089e-15       2.118803882345e-12       4.207991553688e-13      -2.162949824731e-15 
  180       6.879291973477e-10       1.087789669769e-13      -4.663945165640e-12       1.489854238799e-15       2.084112242281e-12       4.151813307487e-13      -2.105355840059e-15 
  181       6.909006227028e-10       1.074125590511e-13      -4.562374668071e-12       1.508478799980e-15       2.050070289996e-12       4.096607427674e-13      -2.048486069193e-15 
  182       6.938100743330e-10       1.060720172374e-13      -4.457251130403e-12       1.527237191593e-15       2.016680023260e-12       4.042375069085e-13      -1.992330867088e-15 
  183       6.966567308324e-10       1.047610131004e-13      -4.348589313396e-12       1.546128600885e-15       1.983942016448e-12       3.989114989403e-13      -1.936878196308e-15 
  184       6.994397731159e-10       1.034833169625e-13      -4.236406330268e-12       1.565152166747e-15       1.951855392062e-12       3.936823501465e-13      -1.882113582361e-15 
  185       7.021583844545e-10       1.022427988735e-13      -4.120721680860e-12       1.584306979074e-15       1.920417792255e-12       3.885494425555e-13      -1.828020069045e-15 
  186       7.048117505123e-10       1.010434295799e-13      -4.001557285801e-12       1.603592078123e-15       1.889625350346e-12       3.835119041712e-13      -1.774578173781e-15 
  187       7.073990593819e-10       9.988928149400e-14      -3.878937520668e-12       1.623006453876e-15       1.859472662350e-12       3.785686042025e-13      -1.721765842956e-15 
  188       7.099195016215e-10       9.878452966337e-14      -3.752889250148e-12       1.642549045397e-15       1.829952758494e-12       3.737181482937e-13      -1.669558407261e-15 
  189       7.123722702901e-10       9.773345274015e-14      -3.623441862207e-12       1.662218740191e-15       1.801057074738e-12       3.689588737548e-13      -1.617928537031e-15 
  190       7.147565609846e-10       9.674043395028e-14      -3.490627302247e-12       1.682014373565e-15       1.772775424302e-12       3.642888447910e-13      -1.566846197585e-15 
  191       7.170715718751e-10       9.580996206287e-14      -3.354480107270e-12       1.701934727988e-15       1.745095969182e-12       3.597058477331e-13      -1.516278604564e-15 
  192       7.193165037418e-10       9.494663235950e-14      -3.215037440044e-12       1.721978532450e-15       1.718005191675e-12       3.552073862680e-13      -1.466190179271e-15 
  193       7.214905600108e-10       9.415514760348e-14      -3.072339123265e-12       1.742144461820e-15       1.691487865897e-12       3.507906766679e-13      -1.416542504011e-15 
  194       7.235929467904e-10       9.344031900924e-14      -2.926427673717e-12       1.762431136209e-15       1.665527029310e-12       3.464526430211e-13      -1.367294277429e-15 
  195       7.256228729072e-10       9.280706721153e-14      -2.777348336440e-12       1.782837120326e-15       1.640103954239e-12       3.421899124619e-13      -1.318401269851e-15 
  196       7.275795499423e-10       9.226042323485e-14      -2.625149118889e-12       1.803360922840e-15       1.615198119394e-12       3.379988104004e-13      -1.269816278621e-15 
  197       7.294621922675e-10       9.180552946263e-14      -2.469880825098e-12       1.824000995738e-15       1.590787181393e-12       3.338753557531e-13      -1.221489083444e-15 
  198       7.312700170816e-10       9.144764060665e-14      -2.311597089845e-12       1.844755733685e-15       1.566846946286e-12       3.298152561725e-13      -1.173366401723e-15 
  199       7.330022444463e-10       9.119212467625e-14      -2.150354412814e-12       1.865623473386e-15       1.543351341070e-12       3.258139032775e-13      -1.125391843897e-15 
  200       7.346580973227e-10       9.104446394773e-14      -1.986212192755e-12       1.886602492941e-15       1.520272385217e-12       3.218663678833e-13      -1.077505868784e-15 
  201       7.362368589975e-10       9.100999276515e-14      -1.819229669186e-12       1.907691040719e-15       1.497585672252e-12       3.179683293469e-13      -1.029659624401e-15 
  202       7.377380498594e-10       9.109308805567e-14      -1.649456432989e-12       1.928887425593e-15       1.475287310072e-12       3.141189474997e-13      -9.818576650561e-16 
  203       7.391612633345e-10       9.129792279384e-14      -1.476941303067e-12       1.950189931922e-15       1.453378137183e-12       3.103181869004e-13      -9.341182030142e-16 
  204       7.405061098355e-10       9.162872416323e-14      -1.301735382748e-12       1.971596790072e-15       1.431858309284e-12       3.065658991616e-13      -8.864594936629e-16 
  205       7.417722169677e-10       9.208977374796e-14      -1.123892084811e-12       1.993106175858e-15       1.410727287073e-12       3.028618209410e-13      -8.388998318934e-16 
  206       7.429592297343e-10       9.268540772419e-14      -9.434671565052e-13       2.014716209996e-15       1.389983824057e-12       2.992055719322e-13      -7.914575484785e-16 
  207       7.440668107426e-10       9.342001705164e-14      -7.605187045758e-13       2.036424957544e-15       1.369625954354e-12       2.955966528555e-13      -7.441510064502e-16 
  208       7.450946404098e-10       9.429804766506e-14      -5.751072202866e-13       2.058230427357e-15       1.349650980502e-12       2.920344434490e-13      -6.969985974786e-16 
  209       7.460424171685e-10       9.532400066580e-14      -3.872956044434e-13       2.080130571525e-15       1.330055461267e-12       2.885182004590e-13      -6.500187382496e-16 
  210       7.469098576727e-10       9.650243251328e-14      -1.971491924170e-13       2.102123284825e-15       1.310835199447e-12       2.850470556315e-13      -6.032298668433e-16 
  211       7.476966970036e-10       9.783795521648e-14      -4.735779166157e-15       2.124206404168e-15       1.291985229680e-12       2.816200137026e-13      -5.566504391123e-16 
  212       7.484026888755e-10       9.933523652550e-14       1.898743557387e-13       2.146377708043e-15       1.273499806252e-12       2.782359503898e-13      -5.102989250597e-16 
  213       7.490276058412e-10       1.009990001230e-13       3.866084230925e-13       2.168634915964e-15       1.255372390899e-12       2.748936103823e-13      -4.641938052172e-16 
  214       7.495712394982e-10       1.028340258158e-13       5.853910990326e-13       2.190975687921e-15       1.237595640621e-12       2.715916053325e-13      -4.183535670237e-16 
  215       7.500334006943e-10       1.048451497262e-13       7.861445000149e-13       2.213397623821e-15       1.220161395482e-12       2.683284118465e-13      -3.727967012032e-16 
  216       7.504139197336e-10       1.070372644839e-13       9.887881577913e-13       2.235898262939e-15       1.203060666419e-12       2.651023694750e-13      -3.275416981431e-16 
  217       7.507126465819e-10       1.094153194169e-13       1.193238994386e-12       2.258475083362e-15       1.186283623050e-12       2.619116787046e-13      -2.826070442723e-16 
  218       7.509294510730e-10       1.119843207434e-13       1.399411297073e-12       2.281125501440e-15       1.169819581480e-12       2.587543989480e-13      -2.380112184395e-16 
  219       7.510642231140e-10       1.147493317636e-13       1.607216693352e-12       2.303846871226e-15       1.153656992107e-12       2.556284465353e-13      -1.937726882915e-16 
  220       7.511168728916e-10       1.177154730503e-13       1.816564125926e-12       2.326636483930e-15       1.137783427427e-12       2.525315927050e-13      -1.499099066510e-16 
  221       7.510873310773e-10       1.208879226413e-13       2.027359827676e-12       2.349491567360e-15       1.122185569844e-12       2.494614615945e-13      -1.064413078953e-16 
  222       7.509755490339e-10       1.242719162306e-13       2.239507296643e-12       2.372409285374e-15       1.106849199477e-12       2.464155282313e-13      -6.338530433418e-17 
  223       7.507814990206e-10       1.278727473596e-13       2.452907270997e-12       2.395386737321e-15       1.091759181961e-12       2.433911165236e-13      -2.076028258827e-17 
  224       7.505051929741e-10       1.316954065567e-13       2.667462951158e-12       2.418421082002e-15       1.076902396813e-12       2.403860566429e-13       2.141809925151e-17 
  225       7.501467397644e-10       1.357434725815e-13       2.883096090973e-12       2.441509919528e-15       1.062276756925e-12       2.374007082881e-13       6.314520570276e-17 
  226       7.497062920189e-10       1.400201502557e-13       3.099731892797e-12       2.464650932945e-15       1.047882745441e-12       2.344360636327e-13       1.044196701520e-16 
  227       7.491840281273e-10       1.445286244427e-13       3.317293840905e-12       2.487841765673e-15       1.033720522171e-12       2.314930991907e-13       1.452407535635e-16 
  228       7.485801524911e-10       1.492720593796e-13       3.535703688957e-12       2.511080021255e-15       1.019789918399e-12       2.285727753775e-13       1.856083545279e-16 
  229       7.478948957743e-10       1.542535980089e-13       3.754881447472e-12       2.534363263093e-15       1.006090431693e-12       2.256760360708e-13       2.255230193107e-16 
  230       7.471285151527e-10       1.594763613106e-13       3.974745371295e-12       2.557689014200e-15       9.926212207086e-13       2.228038081713e-13       2.649859519007e-16 
  231       7.462812945646e-10       1.649434476340e-13       4.195211947068e-12       2.581054756935e-15       9.793811000036e-13       2.199570011637e-13       3.039990240586e-16 
  232       7.453535449603e-10       1.706579320295e-13       4.416195880700e-12       2.604457932751e-15       9.663685348398e-13       2.171365066774e-13       3.425647853653e-16 
  233       7.443456045527e-10       1.766228655803e-13       4.637610084840e-12       2.627895941937e-15       9.535816359944e-13       2.143431980475e-13       3.806864732708e-16 
  234       7.432578390665e-10       1.828412747345e-13       4.859365666340e-12       2.651366143360e-15       9.410181545667e-13       2.115779298758e-13       4.183680231424e-16 
  235       7.420906419889e-10       1.893161606371e-13       5.081371913731e-12       2.674865854213e-15       9.286754767866e-13       2.088415375913e-13       4.556140783132e-16 
  236       7.408444348196e-10       1.960504984612e-13       5.303536284692e-12       2.698392349750e-15       9.165506188221e-13       2.061348370113e-13       4.924300001308e-16 
  237       7.395196673202e-10       2.030472367408e-13       5.525764393518e-12       2.721942863037e-15       9.046402215880e-13       2.034586239022e-13       5.288218780058e-16 
  238       7.381168177651e-10       2.103092967017e-13       5.747959998590e-12       2.745514584692e-15       8.929405455531e-13       2.008136735405e-13       5.647965394602e-16 
  239       7.366363931907e-10       2.178395715941e-13       5.970024989848e-12       2.769104662627e-15       8.814474655488e-13       1.982007402733e-13       6.003615601757e-16 
  240       7.350789296462e-10       2.256409260241e-13       6.191859376258e-12       2.792710201794e-15       8.701564655766e-13       1.956205570796e-13       6.355252740427e-16 
  241       7.334449924427e-10       2.337161952856e-13       6.413361273282e-12       2.816328263927e-15       8.590626336164e-13       1.930738351308e-13       6.702967832087e-16 
  242       7.317351764042e-10       2.420681846923e-13       6.634426890350e-12       2.839955867284e-15       8.481606564345e-13       1.905612633519e-13       7.046859681262e-16 
  243       7.299501061169e-10       2.506996689094e-13       6.854950518329e-12       2.863589986393e-15       8.374448143912e-13       1.880835079820e-13       7.387034976022e-16 
  244       7.280904361797e-10       2.596133912853e-13       7.074824516992e-12       2.887227551791e-15       8.269089762493e-13       1.856412121354e-13       7.723608388458e-16 
  245       7.261568514537e-10       2.688120631841e-13       7.293939302490e-12       2.910865449773e-15       8.165465939816e-13       1.832349953624e-13       8.056702675174e-16 
  246       7.241500673128e-10       2.782983633166e-13       7.512183334819e-12       2.934500522131e-15       8.063506975792e-13       1.808654532102e-13       8.386448777767e-16 
  247       7.220708298934e-10       2.880749370728e-13       7.729443105294e-12       2.958129565897e-15       7.963138898594e-13       1.785331567837e-13       8.712985923317e-16 
  248       7.199199163443e-10       2.981443958536e-13       7.945603124015e-12       2.981749333088e-15       7.864283412737e-13       1.762386523062e-13       9.036461724865e-16 
  249       7.176981350771e-10       3.085093164024e-13       8.160545907339e-12       3.005356530452e-15       7.766857847157e-13       1.739824606808e-13       9.357032281908e-16 
